"siteID","sitename","lon","lat","datasetID","handle","topdepth","botdepth","bestacc","acc.shape.old","hiatus","acc.mean.mod","acc.shape.mod","bestthick","mem.mean","mem.strength","description"
500,"Cottonwood Lake",-99.90806,44.835435,513,"COTTONWD",576,968,20,0.9,0,3.02,0.53,20,0.5,2,"Lake in preglacial stream valley. Physiography: Missouri Coteau, gently rolling. Surrounding vegetation: wheatgrass prairie, small-grain fields."
506,"Crates Lake",-81.266667,49.183333,519,"CRATES",280,510,5,0.9,0,3.02,0.53,20,0.5,2,NA
525,"Cupola Pond",-91.1,36.8,539,"CUPOLA",135,1155,50,0.9,0,3.02,0.53,20,0.5,2,"Small sinkhole pond almost completely occupied by Nyssa aquatica. Upland vegetation: oak-hickory forest. Water is darkly stained with tannins."
534,"Davis Lake",-122.25,46.591667,550,"DAVIS",360,700,10,0.9,0,3.02,0.53,20,0.5,2,"Lake. Physiography: Puget Sound lowland. Surrounding vegetation: Psuedotsuga with Tsuga and Thuja."
562,"Tom Swamp",-72.2125,42.516667,3790,"TOMSWAMP",220,940,50,0.9,0,3.02,0.53,20,0.5,2,"Larix-Picea mariana-Sphagnum bog.. Physiography: rolling topog.- valley between ridges. Surrounding vegetation: oak with mixed hardwd/hemlock/white pine."
753,"Duck Pond",-70.0005,41.9327,772,"DUCKPOND",255,393,50,0.9,0,3.02,0.53,20,0.5,2,NA
759,"Eaglenest Lake",-112.1,57.766667,778,"EAGLENES",270,650,50,0.9,0,3.02,0.53,20,0.5,2,"Large, flat-bottomed lake. Physiography: Birch Mountain Upland - rolling moraine. Surrounding vegetation: Picea mariana."
835,"Georgian Bay, Lake Huron (1)",-80.86,44.74,862,"GB68-17",70,650,50,0.9,0,3.02,0.53,15,0.5,2,NA
836,"Georgian Bay, Lake Huron (2)",-81.32,45.17,863,"GB71-104",120,1340,50,0.9,0,3.02,0.53,20,0.5,2,NA
937,"Gold Lake Bog",-122.041667,43.65,966,"GOLDLKBG",150,480,5,0.9,0,3.02,0.53,20,0.5,2,"Sphagnum bog with trees and shrubs. Physiography: Cascade Range. Surrounding vegetation: Pseudotsuga/Tsuga mertensiana/Pinus."
972,"Hanging Lake",-138.383333,68.383333,1003,"HANGING",16,264,100,0.9,0,3.02,0.53,20,0.5,2,"Small lake in broad basin. Physiography: undulating tundra surface. Surrounding vegetation: tussock tundra/wet sedge/heath/fellfield."
1125,"Jackson Pond",-85.72462,37.43255,15081,"JACKSN07",180,455.5,100,0.9,0,3.02,0.53,15,0.5,2,"Pond is a circular, shallow sinkhole (3.5 ha) in a karst up-land of gentle relief. Hillcrests are 10-15 m above the surface of the basin. Most of the surrounding area is in cropland or pasture, with scattered woodlots of Quercus and Carya spp. Fagus grandifolia, Fraxinus americana, Acer saccharum, and other mesic species occur in valley bottoms. The basin itself at the time of coring was vegetated by emergent Nuphar, graminoids (Cyperaceae and Poaceae), and scattered individuals of C. occidentalis and A. saccharum."
1220,"Jewell Site",-93.7,42.26,1255,"JEWELL",186,847,5,0.9,0,3.02,0.53,15,0.5,2,"Drained lake. Physiography: Altamont Moraine, rolling. Surrounding vegetation: agricultural."
1579,"Lac à Léonard",-65.812778,49.207778,1626,"LEO",100,480,5,0.9,0,3.02,0.53,20,0.5,2,"Kettle pond with marginal marshes. Physiography: flat fluvio-marine, deep valley bottom. Surrounding vegetation: Betulo-Aceratum sacchari."
1592,"Little Lake",-123.583975,44.16658,1642,"LITTLEOR",370,1390,10,0.9,0,3.02,0.53,20,0.5,2,"Fen margin on landslide dammed lake. Physiography: Coast Range. Surrounding vegetation: second growth Pseudotsuga forest."
1599,"Lake Hope Simpson",-56.433333,52.45,1650,"LKHOPE",34,198,100,0.9,0,3.02,0.53,20,0.5,2,NA
1605,"Lofty Lake",-112.480833,54.725278,1656,"LOFTY",170,550,10,0.9,0,3.02,0.53,20,0.5,2,"Kettle lake. Physiography: gently rolling moraine. Surrounding vegetation: Populus, Betula, Picea, Pinus."
1610,"Longswamp",-75.666667,40.483333,1661,"LONGSWMP",52.5,415,10,0.9,0,3.02,0.53,20,0.5,2,NA
1647,"Lac Marcotte",-71.422778,47.077778,1703,"MARC",100,300,20,0.9,0,3.02,0.53,5,0.5,2,"Rock basin lake. Physiography: rolling stagnation moraine. Surrounding vegetation: Betulo papyriferaea - Abietetum."
1649,"Marion Lake",-122.547222,49.308333,1705,"MARION",185,700,5,0.9,0,3.02,0.53,20,0.5,2,"Lake in valley depression. Physiography: hilly and mountainous. Surrounding vegetation: western hemlock forest."
1660,"Sud du Lac du Noyer",-72.837778,46.787778,1716,"MAU5",235,450,50,0.9,0,3.02,0.53,20,0.5,2,"Rock basin lake. Physiography: rolling moraine over prominent hills. Surrounding vegetation: Betulo luteae - Aceretum sacchari."
1698,"Lac Mimi",-70.375833,47.496944,1754,"MIMI",415,505,20,0.9,0,3.02,0.53,15,0.5,2,"Rock basin. Physiography: low mountain with steep slopes. Surrounding vegetation: Betulo papyriferaea - Abietetum."
1759,"North Pond",-73.05,42.65,1817,"NORTHPND",230,480,10,0.9,0,3.02,0.53,5,0.5,2,NA
1806,"Paynter Marsh",-78.34,44.1,1868,"PAYNTER",140,470,50,0.9,0,3.02,0.53,20,0.5,2,"Swamp. Physiography: drumlinized till plain. Surrounding vegetation: eastern white cedar hardwood swamp."
1818,"Ped Pond",-142.066667,67.2,1882,"PEDPOND",109,239,100,0.9,0,3.02,0.53,10,0.5,2,"Ancient flood channel. Physiography: river terraces. Surrounding vegetation: spruce forest."
1908,"Powers Fort Swale",-90.583333,36.6,1974,"PWFTSWAL",78,152.5,100,0.9,0,3.02,0.53,5,0.5,2,"Slackwater pond. Physiography: Qtb3 braided river terrace. Surrounding vegetation: bottomland forest."
1937,"Queens Lake",-110.566667,64.116667,2004,"QUEENS",20,100,100,0.9,0,3.02,0.53,5,0.5,2,"Glacial lake. Physiography: Canadian shield, rolling terrain. Surrounding vegetation: Alnus crispa, Betula glandulosa tundra."
1940,"Quillin Site",-81.966667,41,2007,"QUILLIN",102,549,5,0.9,0,3.02,0.53,20,0.5,2,"Fen in kettle hollow. Physiography: Allegheny Plateau."
1957,"Rattle Lake",-92.7,49.35,2028,"RATTLE",1030,1267,20,0.9,0,3.02,0.53,15,0.5,2,"Small lake. Physiography: rolling terminal moraine. Surrounding vegetation: Picea/Pinus/Betula."
2219,"Lake RS29",-95.283333,73.133333,2297,"RS29",15,110,100,0.9,0,3.02,0.53,5,0.5,2,"Lake. Physiography: Somerset Island. Surrounding vegetation: polar desert."
2303,"Silver Lake",-83.812515,40.354335,2385,"SILVEROH",200,520,50,0.9,0,3.02,0.53,20,0.5,2,"Silver Lake  is a compound kettle located on the Central Lowland Till Plain, and was formed when the Miami Sublobe of the Lake Erie Lobe of the Laurentide Ice Sheet retreated from what is now the Farmersville Moraine. Surrounding vegetation: agriculture, oak, hickory, black cherry."
2303,"Silver Lake",-83.812515,40.354335,17717,"SILVER07",776.5,1178.5,10,0.9,0,3.02,0.53,20,0.5,2,"Silver Lake  is a compound kettle located on the Central Lowland Till Plain, and was formed when the Miami Sublobe of the Lake Erie Lobe of the Laurentide Ice Sheet retreated from what is now the Farmersville Moraine. Surrounding vegetation: agriculture, oak, hickory, black cherry."
2496,"Snowshoe Lake",-120.666667,57.45,2580,"SNOWSHOE",100,370,10,0.9,0,3.02,0.53,20,0.5,2,"Lake among oriented glacial features. Physiography: Milligan Hills, rolling uplands. Surrounding vegetation: Picea glauca, P. mariana, Pinus contorta."
2520,"Stotzel-Leis Site",-84.689444,40.216667,2609,"STOTZEL",135,900,10,0.9,0,3.02,0.53,20,0.5,2,"Fen in oval kettle depression. Physiography: till plain; Bloomer, Union City moraines."
2526,"Surprise Lake",-122.562125,49.31969,2615,"SURPRISE",145,512.5,20,0.9,0,3.02,0.53,20,0.5,2,"Small, boggy pond. Physiography: hilly to mountainous. Surrounding vegetation: western hemlock/red cedar/ericaceous shb."
2549,"Petit Lac Terrien",-70.62,46.58,2639,"TERRIEN",270,625,50,0.9,0,3.02,0.53,20,0.5,2,NA
2556,"Toboggan Lake",-114.59946,50.815305,2647,"TOBOGGAN",200,560,5,0.9,0,3.02,0.53,20,0.5,2,"Kettle lake in glacio-fluvial gravels. Physiography: Rocky Mountain foothills. Surrounding vegetation: Picea glauca, Pinus contorta, Populus tremuloides."
2570,"Lake Tulane",-81.503395,27.58613,2663,"TULANE",2402,3051,5,0.9,0,3.02,0.53,15,0.5,2,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south."
2570,"Lake Tulane",-81.503395,27.58613,19620,"TULANEG",453,1117,10,0.9,0,3.02,0.53,15,0.5,2,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south."
2577,"Lac Turcotte",-65.762778,49.157778,2671,"TUR",180,420,50,0.9,0,3.02,0.53,10,0.5,2,"Rock basin, irregular shape. Physiography: undulating plateau with shallow till. Surrounding vegetation: Betulo papyriferaea - Abietetum."
2857,"Wien Lake",-151.266667,64.333333,2954,"WIENLAKE",30,240,10,0.9,0,3.02,0.53,15,0.5,2,"Lake of unknown origin. Physiography: gentlly rolling hills. Surrounding vegetation: spruce forest."
2864,"Wintergreen Lake",-85.383333,42.4,2961,"WINTERGR",513,668,10,0.9,0,3.02,0.53,10,0.5,2,NA
2932,"Wolf Creek",-94.116667,46.116667,3029,"WOLFCRK",450,890,10,0.9,0,3.02,0.53,20,0.5,2,NA
8552,"Kimble Pond",-93.84015,44.21895,13032,"KIMBLE",2184.5,3138.5,50,0.9,0,3.02,0.53,20,0.5,2,"Kettle lake. Physiography: stagnation moraine. Surrounding vegetation: oak woodland, bigwoods, agriculture."
9942,"Yahoo Lake",-124.018585,47.676915,14792,"YAHOO",112,407,50,0.9,0,3.02,0.53,15,0.5,2,"Yahoo Lake was formed by a small cirque glacier. Surrounding vegetation: The lake is located within the Pacific Silver Fir forest zone. North facing slopes are dominated by Abies amabilis and Tsuga heterophylla, while Thuja plicata is limited to flat areas or south aspects. The lake is near the upper elevation limits of Tsuga heterophylla and Thuja plicata."
10000,"Bear Lake",-112.147175,36.371125,14951,"BEARAZ",332,999,10,0.9,0,3.02,0.53,15,0.5,2,"Bear Lake occurs in a limestone sinkhole and is located near the highest portion of the Kaibab Plateau. A sedge floating mat covers about two thirds of the water surface. Aquatic plants in the open water area are Glyceria borealis, Eleocharis, Sparganium, and Potamogeton. Surrounding vegetation: Forest dominated by Picea engelmannii and Abies lasiocarpa. Scattered Abies concolor and Pinus ponderosa also occur. Several Populus tremuloides trees grow on the west shore of the pond."
10003,"Appleman Lake",-85.212085,41.623285,14957,"APPLEMAN",632.5,846.5,10,0.9,0,3.02,0.53,15,0.5,2,"Appleman Lake is a kettle pond situated on glacial till and outwash from the Lake Michigan Lobe."
10076,"Makepeace Cedar Swamp",-70.75736,41.93619,15142,"MKPEACEA",254,722.5,20,0.9,0,3.02,0.53,10,0.5,2,"Closed basin mire located in sandy outwash along the margin of the Monk's Hill recessional moraine. Surrounding vegetation: Quercus, Pinus strobus, Betula, Acer rubrum, Tsuga canadensis, and Fagus grandifolia. Grass with cedar immediately at site."
10102,"Xindi Lake",-152.491385,67.111235,15189,"XINDI",12,50.5,100,0.9,0,3.02,0.53,10,0.5,2,"Physiography: Foothills of the south central Brooks Range, within the Kobuk Ridges and Valleys Ecoregion. Underlain by alluvial and glacial sediments. Surrounding Vegetation: Picea mariana, Picea glauca, Populus balsamifera, Populus tremuloides, Betula papyrifera, Salix glandulosa, Alnus."
10109,"Chesapeake Bay (MD99-2207)",-76.2144444444444,38.0302777777778,15205,"CHES2207",389,2059,10,0.9,0,3.02,0.53,20,0.5,2,"Mainstem of the Chesapeake Bay. Physiography: Atlantic Coastal Plain."
10110,"Chesapeake Bay (MD99-2208)",-76.4863888888889,38.5372222222222,15207,"CHES2208",579,759,50,0.9,0,3.02,0.53,20,0.5,2,"Mainstem of the Chesapeake Bay. Physiography: Atlantic Coastal Plain."
10114,"Big Lake",-121.454395,51.668615,15214,"BIGLAKE",101,751,10,0.9,0,3.02,0.53,20,0.5,2,"Big Lake is situated in a topographically closed basin on the Cariboo Plateau. Surrounding vegetation: Pseudotsuga menziesii, Pinus contorta, and scattered grasslands."
10172,"Black Gum Swamp",-72.1829,42.5375,15325,"BLACKGUM",80,440,10,0.9,0,3.02,0.53,5,0.5,2,"Swamp that occupies an irregularly shaped basin that drains to the southwest through an intermittent stream. Surrounding vegetation: Picea rubens, Nyssa sylvatica, and Acer rubrum in the overstory. Ilex, Nemopanthus, Vaccinium, and Viburnum in the understory. Ground layer of Sphagnum, Osmunda, and herbs."
10195,"Blue Lake Wetlands",-114.031395,40.49996,15368,"BLUEBONN",173.7,356.5,20,0.9,0,3.02,0.53,10,0.5,2,"The Blue Lake wetland system is a large geothermal spring-fed system, ranking among the largest extant wetland habitats in the region. Surrounding vegetation: Dense marsh vegetation dominated by several species of bulrush (Schoenoplectus), sedges (Carex sp.), and spikerush (Eleocharis rostellata). Vegetation at the site consists of spongy peat currently vegetated in saltgrass."
10206,"Fog Lake",-63.24945,67.182375,15392,"FOGLAKE",15.5,60.5,100,0.9,0,3.02,0.53,5,0.5,2,"Lake in a bedrock basin. Surrounding vegetation: Plant cover is sparse and the few woody plants present grow prostrate. Heaths are abundant, especially Cassiope tetragona and Empetrum nigrum."
10212,"Jan Lake",-143.91772,63.56466,15406,"JANLAKE",42,297,100,0.9,0,3.02,0.53,15,0.5,2,"Lake dammed by alluvium of the Tanana River. Watershed is formed by metamorphic bedrock hills on three sides. Surrounding vegetation: White spruce, white birch, and trembling aspen occupy hillslopes surrounding the lake. Black spruce muskegs and balsam poplar are nearby."
10214,"Paradox Lake",-150.75903,60.62288,15413,"PARADOX",100,787.5,5,0.9,0,3.02,0.53,10,0.5,2,"Lake occupies a glacially deepened trough that may have been a postglacial spillway in the Kenai lowlands region. Surrounding vegetation: Pice glauca, P. mariana, Betula kenaica.  Additional trees and shrubs are Populus tremuloides, Alnus crispa, Sambucus racemosa, Rosa acicularis, Viburnum edule, Linnaea borealis, Rubus, Echinopanax horridum, Ribes, and Ledum palustre. Plants common in moist areas around the lake include Salix, Myrica gale, Menziesia ferruginea, Spriaea, Betula nana, Streptopus amplexifolius, Lycopodium, Equisetum silvaticum, and E. arvense."
10227,"Bass Pond",-57.374385,50.71505,15462,"BASSNFLD",15,80,10,0.9,0,3.02,0.53,10,0.5,2,"Surrounding vegetation: Open woodland inland from the pond consists primarily of small Abies balsamea with Picea glauca; Betula papyrifera and Sorbus americana are the only hardwood trees. Mosses form the ground cover, including Sphagnum, and the herb layer includes ferns as well as a variety of flowering plants. The fen bordering the southern shore of the lake supports a varied vegetation including Cyperaceae, Ericaceae, shrub birch, Myrica gale, dwarf spruce, hers, and some Sphagnum."
10243,"Hual Cu Cuish Meadow",-116.583,32.967,15494,"HUALCU",206,250,50,0.9,0,3.02,0.53,20,0.5,2,"Mountain meadow ~500x100 m in size. Core site was in a Typha marsh alongside a small stream that bisects the meadow. Surrounding vegetation dominated by  Pinus ponderosa, Quercus, Calocedrus decurrens, and Abies. Quercus species include Q. kelloggii, Q. chrysolepis, and Q. agrifolia var. oxyadenia. Salix also present."
10345,"Dune Lake",-149.897625,64.421,15724,"DUNEAK",79,541,50,0.9,0,3.02,0.53,5,0.5,2,"Dune Lake lies within a sand dune field that formed 10,000 years ago when dune activity ceased. Surrounding vegetation: Picea/Betula dominated boreal forest. Open-canopy forest is located mostly on well drained south-facing dune slopes, where a mix of white spruce, paper birch, green alder, and occasional black spruce occurs. At the southern end of the lake there is a mixed community of white spruce, black spurce, and patches of hardwood species (paper birch and quaking aspen dominate)."
10349,"Grassy Lake",-120.664685,39.700855,15734,"GRASSYCA",185,293,50,0.9,0,3.02,0.53,15,0.5,2,"Grassy Lake lies in the glacially scoured 'Lakes Basin'. Surrounding vegetation: mixed conifer forest with red and white fir, Jeffrey pine, lodgepole pine, and western white pine. The lake margin is swampy. Quaking aspen, alder, and willow occur along the margin, while a variety of aquatic plants (sedges, pondweed, water lily, quillwort) grow in the lake itself."
10361,"Lily Lake",-120.210015,41.976925,15762,"LILYCA",260,780,5,0.9,0,3.02,0.53,20,0.5,2,"Landslide-dammed lake in the northern Warner Mountains. Surrounding vegetation: Lily Lake lies in the pine-fir zone of the Sierran vegetation series. Forests surrounding the lake are composed of Abies concolor, Pinus ponderosa, Pinus contorta, Pinus monticola, Calocedrus decurrens, and Juniperus occidentalis. Also present in the watershed are Artemisia ludoviciana, Amelanchier pallida, Rosa woodsii, rock spirea, and gooseberry."
10369,"Mono Lake",-119.0255,38.00795,15778,"MONOLK",360,710,20,0.9,0,3.02,0.53,20,0.5,2,"Mono Lake is a large hypersaline lake at the heart of a closed basin. Surrounding vegetation: Sagebrush scrub. In riparian areas: jeffrey and lodgepole pine, aspen, black cottonwood, willow, wild rose, sweet sage, lupine, and desert paintbrush."
10408,"Top Lake",-130.944895,54.47601,15872,"TOPLAKE",350,595,5,0.9,0,3.02,0.53,20,0.5,2,"Top Lake is surrounded by blanket bog, rocky outcrops, and some steep areas with scrub forest. Surrounding vegetation: Callitropsis nootkatensis, Pinus contorta, Tsuga heterophylla, Taxus brevifolia, Gaultheria shallon, Ledum, Veratrum viride, Lysichiton americanum, Nuphar polysepalum, Pteridium aquilinum, Empetrum nigrum, Blechnum spicant, Eriophorum chamissonis, Kalmia microphylla occidentalis, Myrica gale, Pinguicula villosa, Vaccinium uliginosum, Viola langsdorfii, and several Sphagnum species."
10410,"Tulare Lake",-119.78,36.052,15876,"TULARECA",625,853,20,0.9,0,3.02,0.53,20,0.5,2,"At its historic maximum (AD 1770-1850), Tulare Lake was the largest body of fresh water in the United States west of the Mississippi. Diversion of inflowing streams for agriculture resulted in its demise. Surrounding vegetation (pre-settlement): Mosaic of grassland and oak savanna. Scirpus marsh lined the southern margin of the lake and saltbrush scrub covered much of the eastern and western margins."
10450,"Farewell Lake",-153.64882,62.559145,15970,"FAREWELL",90,250,10,0.9,0,3.02,0.53,10,0.5,2,"Large lake, glacial origin. Physiography: Moraine and outwash covered piedmont. Surrounding vegetation: Picea sp., Betula papyrifera, Populus sp."
10453,"Grandfather Lake",-158.53995,59.79623,15976,"GRANDPOP",100,540,20,0.9,0,3.02,0.53,20,0.5,2,"Moraine-dammed lake. Physiography: Uplands bordering Nushagak Lowland. Surrounding vegetation: Picea glauca, dense Alnus thickets."
10505,"Twiss Marl Pond",-79.95551,43.44083,16127,"TWISMARL",200,600,5,0.9,0,3.02,0.53,5,0.5,2,"Man made ponds. Physiography: swamp, glacial spillway bordered by cliff. Surrounding vegetation: wet swamps, eastern white cedar."
10508,"Ruby Marsh",-115.5049,41.13395,16133,"RUBYMRSH",60,377,5,0.9,0,3.02,0.53,15,0.5,2,"Spring-fed marsh/shallow lake. Physiography: valley bottom near toeslope. Surrounding vegetation: Artemisia, Chrysothamnus, Juniperus, Pinus. Local vegetation: Dasyphora, Distichilis, Juncus, Typha."
10515,"Binnewater Pond",-74.551335,41.40935,16175,"BINNEWTR",1005.5,1116,20,0.9,0,3.02,0.53,10,0.5,2,"Glacial origin lake in the Wallkill Valley."
10531,"Black Mountain Lake",-107.23536,37.84682,16222,"BLACKMTN",220,292.5,20,0.9,0,3.02,0.53,5,0.5,2,"High elevation lake near timberline. Physiography: San Juan Mountains."
10532,"Sky Pond",-105.66917,40.277895,16224,"SKYPOND",211,326,20,0.9,0,3.02,0.53,15,0.5,2,"Cirque lake directly above timberline. Physiography: Black Mountains."
10538,"Tukuto Lake",-157.0301,68.4988,16238,"TUKUTO",19,119,100,0.9,0,3.02,0.53,20,0.5,2,"Rolling hills within morainal ridges. Physiography: Arctic Foothills. Surrounding vegetation: Betula, Eriophorum, Vaccinum, Ledum, Salix."
10539,"Upper Capsule Lake",-149.416925,68.6314444444444,16241,"UPPERCAP",165,322,50,0.9,0,3.02,0.53,20,0.5,2,"Gently rolling topography, fine soils. Physiography: Arctic Foothills. Surrounding vegetation: Dwarf shrubs, tussock sedge, sphagnum."
11571,"Idavain Lake",-155.945095,58.7722944444444,17320,"IDAVAIN",550,1190,5,0.9,0,3.02,0.53,5,0.5,2,NA
11572,"Snipe Lake",-154.303475,60.62601,17322,"SNIPE",40,145,100,0.9,0,3.02,0.53,20,0.5,2,"Morainally dammed lake. Physiography: rolling foothills. Surrounding vegetation: open Picea forest and Betula/Alnus shrub tundra. Isolated stands of Picea glauca occur in mixtures with Betula glandulosa shrubs and Alnus crispa thickets. "
11575,"Sands of Time Lake",-147.55331,66.029335,17328,"SANDSZ",165,705,50,0.9,0,3.02,0.53,10,0.5,2,"Lake in swale between low hills. Physiography: gently rolling loess mantled upland. Surrounding vegetation: black and white spruce forest."
11584,"St. Lawrence Island Section 3",-171.581944444445,63.6738888888889,17347,"STLAWR3",55,180,50,0.9,0,3.02,0.53,15,0.5,2,"Exposure along sea cliffs. Physiography: sea cliff. Surrounding vegetation: herb tundra."
11604,"Zagoskin Lake",-162.10838,63.44847,17391,"ZAGOSKIN",500,1340,20,0.9,0,3.02,0.53,20,0.5,2,"Maar crater. Physiography: Basalt flows and pyroclastic deposits. Surrounding vegetation: Dwarf birch, blueberry, willow, sedges."
11606,"Steel Lake",-94.68138,46.973155,17396,"STEELMN",240,1086,50,0.9,0,3.02,0.53,5,0.5,2,"Lake is located within the Itasca moraine in the Shingobee River watershed. Surrounding vegetation: Central dry-mesic pine-hardwood forest. Dominated by Pinus resinosa and P. strobus with smaller amounts of Betula papyrifera, Populus tremuloides, Acer rubrum, P. banksiana, Quercus borealis, Q. macrocarpa."
11736,"Spirea Wetland",-80.2592416666666,43.26191,17689,"SPIREA",72,302,50,0.9,0,3.02,0.53,5,0.5,2,"Secondary mixed deciduous forest including Acer saccharum, Carya ovata, Fagus grandiflora, and Quercus rubrum surrounds the basin, interrupted at the north end by a mown lawn. In the centre of the basin an area of aquatic grasses, dominated by Leerzia oryzoides with a border of Typha, probably represents a recharge zone. In both
subbasins, the central vegetation community is a shrub swamp. In the southern subbasin Cephalanthus occidentalis and Salix sp. dominate, with an understorey of Carex
rostrata, Impatiens, Lycopus, and Polygonum spp. The outer edge of the tall-shrub thicket in the northern basin is dominated by Salix sp., with some Cornus racemosa and an understorey of C. occidentalis. The herb layer is dominated by C. rostrata. Spiraea and Ilex bushes become more common towards the centre. The area is often flooded, and some
Sphagnum mosses occur. Dead Larix trees occur near the centre of this community, and two living trees were found among the shrubs, with a local herb layer including Osmunda and Iris"
13000,"Aghnaghak",-171.553815,63.656005,19266,"AGHNAGHA",10,190,20,0.9,0,3.02,0.53,15,0.5,2,"Peat exposure located on the coast of St. Lawrence Island. Surroundig vegetation: diverse herb-Salix tundra, with Salix polaris and S. pulchra being the most common woody species in the local vegetation. Graminoids are especially abundant with Alopecurus alpinus typical of boggy areas. Although the relief is modest, south-facing slopes support Artemisia tilesii, A. borealis, Salix arctica, and S. ovalifolia. Salix arctica, S. polaris, S. reticulata, S. ovalifolia, and S. pulchra are found near the
lagoon beach."
13290,"Killebrew Lake Fen",-122.90145,48.6051,19820,"KILLBREW",815,1202,5,0.9,0,3.02,0.53,15,0.5,2,"Kettle lake with marginal fen located on Orcas Island, one of the San Juan Islands in the Salish Sea between manland Washington and Vancouver Island. Local upland vegetation dominated by Pseudotsuga menziesii with lesser amounts of Abies grandis."
13350,"Spicer Lake",-86.52208,41.75738,19937,"SPIC06A1",864.5,1050.5,5,0.9,0,3.02,0.53,5,0.5,2,"Spicer Lake is located in New Carlisle, St. Joseph County, northern Indiana.  It is a kettle lake formed by stagnant ice embedded in the glacial till left behind when the Lake Michigan Lobe of the Laurentide Ice Sheet retreated into Indiana ca. 15,000 years ago.  Much of the kettle has filled in, leaving 5 ha of open water, surrounded by swamp and wetland forests."
